episode,step,hand_pos_array,cube_pos_array,pillar1_pos_array,pillar2_pos_array,pillar3_pos_array,pillar4_pos_array,destination_pos_array,finger_distance_array,pos_action_array
0,528,"[0.5058912038803101, -0.17674028873443604, 0.7141345143318176]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32798779010772705, 3.424096939852461e-05, 0.47500312328338623]","[0.43007880449295044, 3.0016548407729715e-05, 0.4750004708766937]","[0.5600248575210571, -2.1954183466732502e-05, 0.4750041365623474]","[0.6709927320480347, 0.00010668980394257233, 0.4750039279460907]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",2.8473698e-06,"[[2.998490571975708, -1.8307143449783325, -0.9287589192390442, -1.5120103359222412, 1.6309566497802734, -0.1530848890542984, 0.0, 0.0]]"
0,529,"[0.5062106251716614, -0.17691336572170258, 0.7141077518463135]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.3279922604560852, 1.5669456843170337e-05, 0.4750022888183594]","[0.43009912967681885, 5.966914613964036e-05, 0.4750044345855713]","[0.5600568652153015, 1.0293422747054137e-05, 0.4750039875507355]","[0.6710280179977417, 8.822600648272783e-05, 0.475001722574234]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",4.039094e-06,"[[2.9975531101226807, -1.8338758945465088, -0.9311429262161255, -1.5069564580917358, 1.6313823461532593, -0.15393398702144623, 0.0, 0.0]]"
0,530,"[0.5066026449203491, -0.1771276742219925, 0.7139403820037842]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279603123664856, 3.8293372199404985e-05, 0.47500333189964294]","[0.43008407950401306, 1.7296317309956066e-05, 0.4750034511089325]","[0.56004399061203, -2.487246456439607e-05, 0.4750014543533325]","[0.6710028648376465, 8.250153041444719e-05, 0.4750033915042877]","[[0.5000000596046448, 0.20000000298023224, 0.4050000011920929]]",5.4868656e-06,"[[2.9964537620544434, -1.8373608589172363, -0.9347273707389832, -1.5004478693008423, 1.6318835020065308, -0.15493249893188477, 0.0, 0.0]]"
0,531,"[0.5070847272872925, -0.17738878726959229, 0.7135969400405884]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32799258828163147, 3.354214641149156e-05, 0.4750031530857086]","[0.430082768201828, 4.7833047574386e-05, 0.47500136494636536]","[0.5600311160087585, -5.696028892998584e-06, 0.4750036299228668]","[0.6709996461868286, 0.00010943315282929689, 0.47500306367874146]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",7.0217366e-06,"[[2.9952166080474854, -1.8410758972167969, -0.9394239187240601, -1.492653250694275, 1.632449984550476, -0.15605832636356354, 0.0, 0.0]]"
0,532,"[0.5076681971549988, -0.17770147323608398, 0.7130479216575623]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32798632979393005, 1.7039330487023108e-05, 0.4750005304813385]","[0.43010175228118896, 4.914454621030018e-05, 0.4750039577484131]","[0.5600578188896179, 4.005842129117809e-06, 0.47500306367874146]","[0.6710271835327148, 7.465419184882194e-05, 0.4750034213066101]","[[0.5000000596046448, 0.20000000298023224, 0.4050000011920929]]",8.392106e-06,"[[2.9948320388793945, -1.8417987823486328, -0.9396654367446899, -1.491439700126648, 1.6326465606689453, -0.15639856457710266, 0.0, 0.0]]"
0,533,"[0.5082852840423584, -0.17801915109157562, 0.7123637795448303]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279610872268677, 4.2000578105216846e-05, 0.47500428557395935]","[0.4300761818885803, 1.190152033814229e-05, 0.47500473260879517]","[0.5600302219390869, -2.7728176064556465e-05, 0.47500309348106384]","[0.6709957718849182, 9.038892312673852e-05, 0.4750030040740967]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",7.1252484e-06,"[[2.993528127670288, -1.845577359199524, -0.9452130198478699, -1.483006477355957, 1.6332311630249023, -0.15757356584072113, 0.0, 0.0]]"
0,534,"[0.5089600682258606, -0.17835886776447296, 0.711536705493927]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279998302459717, 1.987602809094824e-05, 0.4750033915042877]","[0.43009212613105774, 5.968596815364435e-05, 0.4750029444694519]","[0.560039222240448, 1.4086335795582272e-06, 0.4750029742717743]","[0.6710085868835449, 0.00010225554433418438, 0.4750005006790161]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",7.096208e-06,"[[2.9931373596191406, -1.846145510673523, -0.9461372494697571, -1.4814482927322388, 1.6334364414215088, -0.15793174505233765, 0.0, 0.0]]"
0,535,"[0.5096427202224731, -0.17869684100151062, 0.7106218934059143]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.327970951795578, 2.363999556109775e-05, 0.4750012457370758]","[0.43009719252586365, 3.2487063435837626e-05, 0.4750032126903534]","[0.5600554943084717, -9.508639777777717e-07, 0.4750005900859833]","[0.6710249185562134, 7.244147855089977e-05, 0.4750042259693146]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",6.036442e-06,"[[2.9927632808685303, -1.846700668334961, -0.9470543265342712, -1.480112910270691, 1.633620023727417, -0.15826208889484406, 0.0, 0.0]]"
0,536,"[0.5102905035018921, -0.17900685966014862, 0.7096890807151794]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.327970415353775, 4.2800369556061924e-05, 0.4750038981437683]","[0.430078387260437, 2.3494576453231275e-05, 0.47500303387641907]","[0.5600265860557556, -2.9040111257927492e-05, 0.4750038683414459]","[0.6709915995597839, 0.00010563091927906498, 0.47500360012054443]","[[0.5, 0.20000001788139343, 0.4050000011920929]]",5.141592e-06,"[[2.992424488067627, -1.8471843004226685, -0.9479840993881226, -1.4789700508117676, 1.633790135383606, -0.1585693061351776, 0.0, 0.0]]"
0,537,"[0.510887086391449, -0.17928795516490936, 0.708783745765686]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.3280050456523895, 1.0915808161371388e-05, 0.4750049114227295]","[0.4300951063632965, 5.9717851399909705e-05, 0.4750034511089325]","[0.5600467324256897, 7.955689397931565e-06, 0.4750029146671295]","[0.6710240244865417, 9.026521001942456e-05, 0.4750015139579773]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",4.3676673e-06,"[[2.992119312286377, -1.8475934267044067, -0.9489083886146545, -1.477968692779541, 1.6339489221572876, -0.1588541865348816, 0.0, 0.0]]"
0,538,"[0.51142418384552, -0.1795426458120346, 0.7079320549964905]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32795947790145874, 3.4755812521325424e-05, 0.47500288486480713]","[0.43009689450263977, 2.7729993234970607e-05, 0.47500312328338623]","[0.5600503087043762, -1.2018065717711579e-05, 0.4750005900859833]","[0.6710132956504822, 7.504987297579646e-05, 0.47500404715538025]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",4.442146e-06,"[[2.9918441772460938, -1.8479305505752563, -0.9498170018196106, -1.4770727157592773, 1.6340968608856201, -0.1591166853904724, 0.0, 0.0]]"
0,539,"[0.5118992924690247, -0.1797734946012497, 0.7071473002433777]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279871344566345, 3.551448025973514e-05, 0.47500327229499817]","[0.4300788342952728, 3.0054550734348595e-05, 0.4750004708766937]","[0.5600247979164124, -2.194041371694766e-05, 0.4750041365623474]","[0.6709916591644287, 0.00011325269588269293, 0.475004643201828]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",4.7404433e-06,"[[2.991595983505249, -1.8482000827789307, -0.9507031440734863, -1.476256251335144, 1.634234070777893, -0.15935760736465454, 0.0, 0.0]]"
0,540,"[0.5123141407966614, -0.17998303472995758, 0.7064346075057983]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32799357175827026, 1.4494024071609601e-05, 0.4750029444694519]","[0.4300991892814636, 5.970832717139274e-05, 0.4750044345855713]","[0.5600569248199463, 1.0283096344210207e-05, 0.4750039875507355]","[0.671028733253479, 7.80464761191979e-05, 0.4750027656555176]","[[0.5000000596046448, 0.20000000298023224, 0.4050000011920929]]",4.8745023e-06,"[[2.990527391433716, -1.8513405323028564, -0.9563563466072083, -1.4685866832733154, 1.6347278356552124, -0.16035811603069305, 0.0, 0.0]]"
0,541,"[0.5127385258674622, -0.1802164912223816, 0.7057109475135803]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.327960342168808, 3.855441536870785e-05, 0.47500336170196533]","[0.4300840198993683, 1.7288959497818723e-05, 0.4750034511089325]","[0.5600438117980957, -2.4926906917244196e-05, 0.4750014543533325]","[0.671000063419342, 8.763468940742314e-05, 0.4750031530857086]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",4.129773e-06,"[[2.9895501136779785, -1.8539588451385498, -0.9619059562683105, -1.4611716270446777, 1.6351991891860962, -0.16128745675086975, 0.0, 0.0]]"
0,542,"[0.5132074356079102, -0.1804918646812439, 0.7049018740653992]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279919922351837, 3.376000313437544e-05, 0.4750031530857086]","[0.4300827085971832, 4.7782217734493315e-05, 0.47500133514404297]","[0.5600312352180481, -5.570585926761851e-06, 0.47500360012054443]","[0.6710028648376465, 0.0001056480105035007, 0.47500067949295044]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",4.1433805e-06,"[[2.988682270050049, -1.856022596359253, -0.9670951962471008, -1.4544055461883545, 1.6356196403503418, -0.16210432350635529, 0.0, 0.0]]"
0,543,"[0.5137202143669128, -0.18079796433448792, 0.7039813995361328]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32798701524734497, 1.7009857401717454e-05, 0.4750005602836609]","[0.43010178208351135, 4.9195274186786264e-05, 0.4750039577484131]","[0.5600578784942627, 3.9794140320736915e-06, 0.47500306367874146]","[0.6710289716720581, 7.251105853356421e-05, 0.47500383853912354]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",4.8443444e-06,"[[2.987948179244995, -1.8575055599212646, -0.9717894196510315, -1.4485539197921753, 1.6359771490097046, -0.16278767585754395, 0.0, 0.0]]"
0,544,"[0.5142627358436584, -0.18111827969551086, 0.702957808971405]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32796069979667664, 4.1912964661605656e-05, 0.47500428557395935]","[0.43007954955101013, 1.707287083263509e-05, 0.47500380873680115]","[0.5600301027297974, -2.7690513888956048e-05, 0.47500312328338623]","[0.6709927916526794, 9.724381379783154e-05, 0.475003182888031]","[[0.5, 0.20000001788139343, 0.4050000011920929]]",4.710653e-06,"[[2.987362861633301, -1.8584058284759521, -0.9758902192115784, -1.4437830448150635, 1.6362659931182861, -0.16332748532295227, 0.0, 0.0]]"
0,545,"[0.5148130655288696, -0.18143679201602936, 0.7018617391586304]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279995620250702, 2.0564022634061985e-05, 0.47500333189964294]","[0.43008774518966675, 5.733262514695525e-05, 0.4750024974346161]","[0.5600392818450928, 1.3609105735667981e-06, 0.4750029742717743]","[0.6710150241851807, 9.885293547995389e-05, 0.4750004708766937]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",3.9970682e-06,"[[2.9869225025177, -1.8587855100631714, -0.9794014692306519, -1.4400763511657715, 1.6364893913269043, -0.16373267769813538, 0.0, 0.0]]"
0,546,"[0.5153478980064392, -0.18173977732658386, 0.700733482837677]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32797184586524963, 2.317944381502457e-05, 0.47500115633010864]","[0.43009933829307556, 3.615282184910029e-05, 0.47500354051589966]","[0.5600554943084717, -9.187388059217483e-07, 0.4750005900859833]","[0.6710208654403687, 7.140501111280173e-05, 0.4750041961669922]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",3.401645e-06,"[[2.9866080284118652, -1.858737826347351, -0.9823905825614929, -1.4373064041137695, 1.6366565227508545, -0.16402308642864227, 0.0, 0.0]]"
0,547,"[0.515845537185669, -0.18201786279678345, 0.6996144652366638]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279695510864258, 4.2986102926079184e-05, 0.4750038981437683]","[0.4300778806209564, 2.148260682588443e-05, 0.4750030040740967]","[0.5600265264511108, -2.911343108280562e-05, 0.4750038683414459]","[0.6709924936294556, 0.00010721723811002448, 0.4750039875507355]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",2.9069488e-06,"[[2.9863710403442383, -1.858461618423462, -0.9851019978523254, -1.4350707530975342, 1.6367894411087036, -0.16424572467803955, 0.0, 0.0]]"
0,548,"[0.516291618347168, -0.1822666972875595, 0.6985393166542053]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32800528407096863, 1.1039745913876686e-05, 0.47500497102737427]","[0.4300946891307831, 5.97063080931548e-05, 0.47500336170196533]","[0.5600466132164001, 7.933105734991841e-06, 0.4750029146671295]","[0.6710277795791626, 8.880681707523763e-05, 0.47500166296958923]","[[0.5000000596046448, 0.20000000298023224, 0.4050000011920929]]",3.831917e-06,"[[2.986166000366211, -1.8581255674362183, -0.9877654314041138, -1.432986855506897, 1.636908769607544, -0.16444194316864014, 0.0, 0.0]]"
0,549,"[0.5166807174682617, -0.18248677253723145, 0.6975286602973938]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32795944809913635, 3.4554017474874854e-05, 0.4750029146671295]","[0.43009626865386963, 2.9518805604311638e-05, 0.47500303387641907]","[0.560050368309021, -1.1947128768952098e-05, 0.4750005900859833]","[0.6710035800933838, 8.170941873686388e-05, 0.4750034809112549]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",4.545245e-06,"[[2.985991954803467, -1.8577290773391724, -0.9903745651245117, -1.4310253858566284, 1.6370155811309814, -0.16461393237113953, 0.0, 0.0]]"
0,550,"[0.5170122981071472, -0.18268083035945892, 0.6965925693511963]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32798701524734497, 3.5681077861227095e-05, 0.47500330209732056]","[0.430079847574234, 2.9113751224940643e-05, 0.47500061988830566]","[0.5600248575210571, -2.1965875930618495e-05, 0.4750041365623474]","[0.6709993481636047, 0.00010906247916864231, 0.47500309348106384]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",4.9479036e-06,"[[2.985844612121582, -1.8572769165039062, -0.9929244518280029, -1.4291636943817139, 1.6371104717254639, -0.16476254165172577, 0.0, 0.0]]"
0,551,"[0.5172886848449707, -0.18285174667835236, 0.6957343816757202]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.327993780374527, 1.4314331565401517e-05, 0.4750029444694519]","[0.430098295211792, 6.003701128065586e-05, 0.47500431537628174]","[0.5600568652153015, 1.0281259164912626e-05, 0.4750039875507355]","[0.6710273623466492, 7.521038787672296e-05, 0.47500333189964294]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",5.1564907e-06,"[[2.9857213497161865, -1.8567750453948975, -0.9954132437705994, -1.4273852109909058, 1.6371941566467285, -0.1648891121149063, 0.0, 0.0]]"
0,552,"[0.5175137519836426, -0.18300196528434753, 0.6949526071548462]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.3279603123664856, 3.859409116557799e-05, 0.47500336170196533]","[0.43008580803871155, 1.8913386156782508e-05, 0.4750032424926758]","[0.56004399061203, -2.4874043447198346e-05, 0.4750014543533325]","[0.6709967255592346, 8.962764695752412e-05, 0.47500309348106384]","[[0.5, 0.20000001788139343, 0.4050000011920929]]",5.3054832e-06,"[[2.98561954498291, -1.8562300205230713, -0.9978402256965637, -1.4256783723831177, 1.637266993522644, -0.164994478225708, 0.0, 0.0]]"
0,553,"[0.5176929235458374, -0.1831328123807907, 0.6942432522773743]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32799190282821655, 3.383537114132196e-05, 0.475003182888031]","[0.4300820529460907, 4.436000745045021e-05, 0.4750010669231415]","[0.5600312352180481, -5.6718490668572485e-06, 0.4750036299228668]","[0.6710076332092285, 0.00010247345198877156, 0.4750005602836609]","[[0.5, 0.20000001788139343, 0.4050000011920929]]",5.2783776e-06,"[[2.985537052154541, -1.8556475639343262, -1.0002061128616333, -1.4240342378616333, 1.637330174446106, -0.16508115828037262, 0.0, 0.0]]"
0,554,"[0.5178305506706238, -0.18324710428714752, 0.693601131439209]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279871344566345, 1.7008098438964225e-05, 0.4750005602836609]","[0.43010154366493225, 5.214325210545212e-05, 0.4750039279460907]","[0.5600577592849731, 3.989982360508293e-06, 0.47500306367874146]","[0.6710254549980164, 7.281095167854801e-05, 0.4750041663646698]","[[0.5, 0.20000001788139343, 0.4050000011920929]]",5.217109e-06,"[[2.9854722023010254, -1.8550348281860352, -1.0025120973587036, -1.4224457740783691, 1.6373835802078247, -0.16514961421489716, 0.0, 0.0]]"
0,555,"[0.5179325342178345, -0.18334545195102692, 0.6930198073387146]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.3279606103897095, 4.1877941839629784e-05, 0.47500425577163696]","[0.43008044362068176, 1.637076638871804e-05, 0.4750039279460907]","[0.5600302815437317, -2.7693442461895756e-05, 0.47500309348106384]","[0.6709920167922974, 0.0001042142539517954, 0.4750034809112549]","[[0.5, 0.20000001788139343, 0.4050000011920929]]",5.0681474e-06,"[[2.9854230880737305, -1.854396104812622, -1.0047597885131836, -1.4209092855453491, 1.6374285221099854, -0.16520175337791443, 0.0, 0.0]]"
0,556,"[0.5180029273033142, -0.18342994153499603, 0.6924939155578613]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32799941301345825, 2.0788775145774707e-05, 0.47500333189964294]","[0.430085688829422, 5.6513643357902765e-05, 0.4750022292137146]","[0.560039222240448, 1.3447397577692755e-06, 0.4750029742717743]","[0.6710221767425537, 9.191333083435893e-05, 0.4750013053417206]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",4.8596066e-06,"[[2.9853885173797607, -1.8537375926971436, -1.0069514513015747, -1.4194196462631226, 1.6374651193618774, -0.1652391403913498, 0.0, 0.0]]"
0,557,"[0.5180463790893555, -0.1835014820098877, 0.692017138004303]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279722332954407, 2.2981310394243337e-05, 0.47500109672546387]","[0.43010085821151733, 3.857637057080865e-05, 0.47500377893447876]","[0.5600554943084717, -8.946244633989409e-07, 0.4750005900859833]","[0.671015202999115, 7.407467637676746e-05, 0.47500407695770264]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",4.6499263e-06,"[[2.9853675365448, -1.8530633449554443, -1.0090885162353516, -1.4179742336273193, 1.637494444847107, -0.16526277363300323, 0.0, 0.0]]"
0,558,"[0.5180670022964478, -0.18356122076511383, 0.6915835738182068]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32796919345855713, 4.303338209865615e-05, 0.4750038981437683]","[0.43007755279541016, 2.1059309801785275e-05, 0.47500312328338623]","[0.5600265860557556, -2.9102373446221463e-05, 0.4750038683414459]","[0.6709906458854675, 0.0001134346894104965, 0.47500482201576233]","[[0.5000000596046448, 0.20000000298023224, 0.4050000011920929]]",4.4723347e-06,"[[2.9853575229644775, -1.852376937866211, -1.0111730098724365, -1.416571021080017, 1.6375168561935425, -0.16527454555034637, 0.0, 0.0]]"
0,559,"[0.5180680751800537, -0.18361054360866547, 0.6911891102790833]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32800039649009705, 1.5923411410767585e-05, 0.4750039279460907]","[0.4300946891307831, 5.9888163377763703e-05, 0.47500336170196533]","[0.5600466728210449, 7.91463753557764e-06, 0.4750029146671295]","[0.6710290312767029, 7.87880999268964e-05, 0.475002646446228]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",4.2361253e-06,"[[2.985358953475952, -1.851682424545288, -1.013207197189331, -1.4152069091796875, 1.6375327110290527, -0.1652747392654419, 0.0, 0.0]]"
0,560,"[0.5180525779724121, -0.1836504191160202, 0.6908281445503235]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32796210050582886, 2.812012826325372e-05, 0.47500213980674744]","[0.43009570240974426, 3.04364239127608e-05, 0.4750029742717743]","[0.560050368309021, -1.1956155503867194e-05, 0.4750005900859833]","[0.6709981560707092, 9.067676728591323e-05, 0.4750024974346161]","[[0.5000000596046448, 0.20000000298023224, 0.4050000011920929]]",4.053992e-06,"[[2.9853696823120117, -1.850982427597046, -1.0151921510696411, -1.4138809442520142, 1.637542963027954, -0.16526518762111664, 0.0, 0.0]]"
0,561,"[0.5180236101150513, -0.18368102610111237, 0.690497100353241]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279861807823181, 3.63215985998977e-05, 0.47500312328338623]","[0.43007898330688477, 2.5918012397596613e-05, 0.4750005602836609]","[0.5600248575210571, -2.196702735091094e-05, 0.4750041365623474]","[0.6710073351860046, 0.00010129945439985022, 0.4750007390975952]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",3.8156286e-06,"[[2.9853897094726562, -1.8502798080444336, -1.0171302556991577, -1.4125914573669434, 1.6375480890274048, -0.16524703800678253, 0.0, 0.0]]"
0,562,"[0.517983078956604, -0.18370382487773895, 0.6901920437812805]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32799452543258667, 1.4018258298165165e-05, 0.4750029742717743]","[0.43009674549102783, 6.298191146925092e-05, 0.4750039577484131]","[0.5600568652153015, 1.0269381164107472e-05, 0.4750039875507355]","[0.6710256934165955, 7.323111640289426e-05, 0.47500407695770264]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",3.6234342e-06,"[[2.985417604446411, -1.8495768308639526, -1.0190222263336182, -1.4113376140594482, 1.6375483274459839, -0.165220707654953, 0.0, 0.0]]"
0,563,"[0.517933189868927, -0.18371905386447906, 0.6899102926254272]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.327960342168808, 3.833371010841802e-05, 0.47500333189964294]","[0.43009206652641296, 2.1646756067639217e-05, 0.47500312328338623]","[0.56004399061203, -2.48335454671178e-05, 0.47500142455101013]","[0.6709930300712585, 0.00010278822446707636, 0.47500327229499817]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",3.427267e-06,"[[2.9854981899261475, -1.8486969470977783, -1.0206012725830078, -1.4105193614959717, 1.637524962425232, -0.165145143866539, 0.0, 0.0]]"
0,564,"[0.5178720951080322, -0.183725506067276, 0.6896532773971558]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32799121737480164, 3.3602307667024434e-05, 0.47500312328338623]","[0.43007951974868774, 3.831557842204347e-05, 0.4750005006790161]","[0.5600311756134033, -5.7369597925571725e-06, 0.4750036299228668]","[0.6710191965103149, 9.417651745025069e-05, 0.4750009775161743]","[[0.5, 0.20000001788139343, 0.4050000011920929]]",3.3538208e-06,"[[2.985677719116211, -1.8474665880203247, -1.0215671062469482, -1.4105815887451172, 1.637457013130188, -0.16497604548931122, 0.0, 0.0]]"
0,565,"[0.517791211605072, -0.18371723592281342, 0.6894343495368958]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.3279874622821808, 1.7382226360496134e-05, 0.47500061988830566]","[0.4301019310951233, 5.576395778916776e-05, 0.4750041961669922]","[0.5600577592849731, 3.967626980738714e-06, 0.47500303387641907]","[0.6710181832313538, 7.30573374312371e-05, 0.47500401735305786]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",3.6234342e-06,"[[2.985961675643921, -1.845894455909729, -1.0218558311462402, -1.4116016626358032, 1.6373412609100342, -0.16470883786678314, 0.0, 0.0]]"
0,566,"[0.517680287361145, -0.18368832767009735, 0.68927401304245]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.3279605507850647, 4.158165756962262e-05, 0.4750042259693146]","[0.4300805330276489, 1.591540058143437e-05, 0.4750039875507355]","[0.5600302219390869, -2.7695114113157615e-05, 0.47500309348106384]","[0.6709895730018616, 0.00011308885586913675, 0.4750049412250519]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",4.218713e-06,"[[2.986382007598877, -1.8438774347305298, -1.0212432146072388, -1.4138898849487305, 1.6371644735336304, -0.1643141210079193, 0.0, 0.0]]"
0,567,"[0.5175251364707947, -0.18363116681575775, 0.6891994476318359]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.32799896597862244, 2.1408244720078073e-05, 0.4750032424926758]","[0.43008336424827576, 5.363611853681505e-05, 0.4750017523765564]","[0.5600392818450928, 1.3517756087821908e-06, 0.4750029742717743]","[0.6710293292999268, 7.99438712419942e-05, 0.4750027060508728]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",5.0521967e-06,"[[2.986935615539551, -1.8414617776870728, -1.0196982622146606, -1.417450189590454, 1.6369268894195557, -0.1637948602437973, 0.0, 0.0]]"
0,568,"[0.5173118710517883, -0.18353915214538574, 0.6892417669296265]","[0.5000011324882507, -0.20000049471855164, 0.41499972343444824]","[0.3279733955860138, 2.259310167573858e-05, 0.4750010073184967]","[0.43009957671165466, 3.708079020725563e-05, 0.4750033915042877]","[0.5600554347038269, -8.97824065759778e-07, 0.4750005900859833]","[0.6709989905357361, 8.916735532693565e-05, 0.4750027358531952]","[[0.5000000596046448, 0.20000000298023224, 0.4050000011920929]]",6.0513394e-06,"[[2.98762845993042, -1.8386590480804443, -1.0171425342559814, -1.4223476648330688, 1.6366263628005981, -0.16314640641212463, 0.0, 0.0]]"
0,569,"[0.517026960849762, -0.1834065318107605, 0.6894329786300659]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.3279682695865631, 4.3089850805699825e-05, 0.4750038981437683]","[0.43007832765579224, 2.1506381017388776e-05, 0.4750030040740967]","[0.5600265860557556, -2.9081302272970788e-05, 0.47500383853912354]","[0.6710057258605957, 0.00010237281094305217, 0.4750007092952728]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",7.1984946e-06,"[[2.988438606262207, -1.8355927467346191, -1.0136607885360718, -1.4283950328826904, 1.6362723112106323, -0.16238945722579956, 0.0, 0.0]]"
0,570,"[0.5166605710983276, -0.1832294762134552, 0.6897998452186584]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32800036668777466, 1.620672264834866e-05, 0.4750039279460907]","[0.4300941228866577, 5.9706657339120284e-05, 0.47500327229499817]","[0.5600465536117554, 7.86898181104334e-06, 0.4750029146671295]","[0.6710267663002014, 7.294923125300556e-05, 0.47500404715538025]","[[0.5, 0.20000000298023224, 0.4050000011920929]]",8.228248e-06,"[[2.9893598556518555, -1.8323163986206055, -1.00924813747406, -1.4355363845825195, 1.6358667612075806, -0.1615302413702011, 0.0, 0.0]]"
0,571,"[0.5162061452865601, -0.18300661444664001, 0.690363883972168]","[0.5000011324882507, -0.20000050961971283, 0.41499972343444824]","[0.32796284556388855, 2.7200647309655324e-05, 0.4750019609928131]","[0.4300957918167114, 3.0625335057266057e-05, 0.4750029742717743]","[0.5600504875183105, -1.1900099707418121e-05, 0.4750005900859833]","[0.6709927916526794, 0.00010119362559635192, 0.4750032126903534]","[[0.5000000596046448, 0.20000001788139343, 0.4050000011920929]]",9.226322e-06,"[[2.9903767108917236, -1.8289231061935425, -1.0039621591567993, -1.4436213970184326, 1.6354165077209473, -0.16058309376239777, 0.0, 0.0]]"
